itemfield0,itemfield1,itemfield2,itemfield3,itemfield4,itemfield5,itemfield6,itemfield7,itemfield8,itemfield9,itemfield10,itemfield11,itemfield12,itemfield13,itemfield14,itemfield15,itemfield16,itemfield17,itemfield18,itemfield19,itemfield20,itemfield21,itemfield22,itemfield23,itemfield24,itemfield25,itemfield26,itemfield27,itemfield28,itemfield29,itemfield30,itemfield31,itemfield32,itemfield33,itemfield34,itemfield35,itemfield36
F00368,"Evangelizzazione e Matrimonio",NULL,"N. D'Auria",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1423 .E81",NULL,Napoli,"263p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00369,"I Pronunciamenti tridentini sulla necessita' della confessione sacramentale  nei canoni 6-9 della sessione XIV (25 novembre 1551)","AMATO, Angelo","Libreria Ateneo Salesiano",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1364 .A45",NULL,Roma,"398p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00370,"Changed into his likeness","NEE, WATCHMAN","Christian Literature Crusade",NULL,NULL,1967,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BS 1235 .4 .N4",NULL,Pennysylvania,"126p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00371,"God at eventide",NULL,"Fleming H. Revell Co.",NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2512 .T82",NULL,"Old Tappan, N.J.","156p. ; 18cm.","a companion volume to God calling",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00372,"Explaining the Gospels","HARRINGTON, Wilfrid J.","Paulist Press",NULL,NULL,1963,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes and references",NULL,NULL,"BS 2556 .H3",NULL,"New Jersey","190p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00373,"Going steady with God","MOW, Anna B.",Zondervan,NULL,NULL,1965,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2564 .M6",NULL,"Grand Rapids, Mich.","224p. ; 20cm.","your life with God every day of the year ; a practical guidebook for young people",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00374,"The Church tomorrow","TAVARD, George H.",Doubleday,NULL,NULL,1966,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 378 .T3",NULL,"Garden City, New York","152p. ; 19cm.","a perceptive study of some of the major issues confronting the Catholic  Church",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00375,"Escape from reason","SCHAEFFER, Francis A.","Inter-Varsity Press",NULL,NULL,1968,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"B 804 .S32",NULL,"Downers Grove, Illinois","96p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00376,"Il prete per gli uomini d'oggi",NULL,"Editrice A.V.E.",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes footnotes OK 24-May-1995 RESP diretta da Gino Concetti ; con la collaborazione di J.L. Acebal ed altri",NULL,NULL,"BQT 1419 .P7",NULL,Roma,"918p. ; 24cm.","opera collettiva",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00377,Marriage,"MEYENDORFF, John","St. Vladimir's Seminary Press",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1426 .M4",0-913836-05-2,"New York","144p. ; 22cm.","an orthodox perspective",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00378,"ULTIMATE questions",NULL,"St. Vladimir's Seminary Press",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQX 5876 .S35",0-913836-X,"New York","vii, 310p. ; 22cm.","an anthology of modern Russian religious thought",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00379,"Christ in eastern christian thought","MEYENDORFF, John","St. Valdimir's Seminary Press",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of le Christ dans la theologie byzantine ; Includes bibliographical references and index",NULL,NULL,"BQX 5879 .M475",0-913836-27-3,"New York","248p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00380,"Living tradition","MEYENDORFF, John","St. Vladimir's Seminary Press",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliographical references",NULL,NULL,"BQT 254 .M475",0-913836-48-6,"New York","202p. ; 22cm.","orthodox witness in the contemporary world",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00381,"The historical road of eastern orthodoxy","SCHMEMANN, Alexander","St. Vladimir's Seminary Press",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQX 5811 .S35",0-913836-47-8,"Crestwood, New York","343p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00382,"Of Water and the Spirit","SCHMEMANN, Alexander","St. Vladimir's Seminary Press",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 1277 .S35",0-913836-10-9,"New York","170p. ; 22cm.","a liturgical study of Baptism",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00383,Icons,"TRUBETSKOI, Eugene N.","St. Vladimir's Seminary Press",NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes appendix",NULL,NULL,"BQT 5824 .T7","0-913836-09-5 OK 8-Jan-1998 RESP translated from the Russian by Gertrude Vakar ; with an introduction by Professor George M.A. Hanfmann",USA,"100p. ; 8 leaves of plates ; 22cm.","theology in color",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00384,"Theology of the Icon","OUSPENSKY, Leonide","St. Vladimir's Seminary",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Essai sur la theologie de l'icone dans l'Eglise orthodoxe ; Bibliography: p. 231-232",NULL,NULL,"BQT 5824 .O8513",0-913836-42-7,"New York","232p. ; ill. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00385,"The Problem of God","ANGELES, Peter A.","Charles E. Merrill Publishing Company",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 516 .A5",NULL,"Columbus, Ohio","xii, 156p. ; 23cm.","a short introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00386,"Ordini e ministeri al servizio del popolo sacerdotale","LODI, Enzo","Edizione O.R.",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 354 .L6",NULL,Milano,"108p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00387,"In the image and likeness of God","LOSSKY, Vladimir","St. Vladimir's Seminary Press",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography ; First published under the title: A L'image et a la ressemblance de Dieu.   1967",NULL,NULL,"BQT 191 .L6","0-913836-13-3 OK 10-Mar-1995 RESP edited by John H. Erickson and Thomas E. Bird ; with an introduction by John Meyendorff.","New York","232p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00388,"The Primacy of Peter","MEYENDORFF, J. ; SCHMEMANN, A. ; AFANASSIEFF, N. ; KOULOMZINE, N.","The Faith Press",NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 365 .P7",7164-0325-0,Bedfordshire,"134p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00389,"For the life of the world","SCHMEMANN, Alexander","St. Vladimir's Seminary Press",NULL,NULL,1973,NEW,"Liturgy, Eastern Orothodox rites - Sacraments",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 5259 .S3",0-913836-08-7,"New York","151p. ; 22cm.","sacraments and orthodoxy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00390,"Amore fecondo responsabile",NULL,"Edizioni Paoline",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1938 .C4",NULL,Milano,"(12), 571p. ; ill. ; 29cm.","a dieci anni dalla ""Humanae Vitae""; Congresso Internazionale - Love  fruitful and responsible ; ten years from ""Humanae Vitae""; International Congress = Amour fecond  responsable ; dix ans apres l'Humanae Vitae', Congres International; Milano, 21-25 giugno  1978",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00391,"Guida bibliografica...amore fecondo responsabile a dieci anni dalla Humanae  vitae","BARBERI, Piero...at al.","Edizioni Paoline",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1938 .G8",NULL,Milano,"260p. ; 29cm.","A bibliographical guide...Love fruitful and responsible ten years from  Humanae Vitae ; Guide bibliographique....Amour fecond responsable dix ans apres l'Humanae  vitae",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00392,"Il bambino","MARIANI, Savina","Edizioni Paoline",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"At head of title: Centro Internazionale Studi Famiglia.  Sezione  Documentazione",NULL,NULL,"BQT 3135 .M3",NULL,Milano,"52p. ; 23cm.","sviluppo, educazione, problemi ; segnalazioni bibliografiche per educatori e operatori sociali",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00393,"Enchiridion MArianum",NULL,"Cor Unum",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes indexes",NULL,NULL,"BQT 1003 .E5  Ref.",NULL,Roma,"xiv, 2104p. ; plates ; 24cm.","Biblicum Patristicum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00394,"Societes et mariages","GAUDEMET, Jean",Cerdic-Publications,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQV 230 .1012 .G3",2-85097-011-5,Strasbourg,"495p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00395,"A Textual commentary on the Greek New Testament","METZGER, Bruce M.","United Bible Societies",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BS 2325 .M4",3-438-06010-8,London,"xxxi, 767p. ; 19cm.","a companion volume to the United Bible Societies' Greek New Testament",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00396,Conversion,NULL,"Alba House",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 245 .C58",0-8189-0368-6,"New York","xxii, 330p. ; 21cm.","perspectives on personal and social transformation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00397,"Finding Jesus through the gospels","LATOURELLE, Rene","Alba House",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: L'acces a Jesus par les Evangiles",NULL,NULL,"BQT 283 .L2613",0-8189-0379-1,"New York","xvii, 284p. ; 21cm.","history and hermeneutics",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00398,"The elements of philosophy","WALLACE, William A.","Alba House",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BD 21 .W33",0-8189-0345-7,"New York","xx, 338p. ; 21cm.","a compendium for philosophers and theologians",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00399,Christ,"MASSABKI, Charles","Alba House",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1117 .M37713",0-8189-0374-0,"New York","xi, 312p. ; 21cm.","liberation of the world today",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00401,"Synopsis of the Four Gospels","edited by Kurt Aland","United Bible Societies",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes indexes ; Greek-English edition of the Synopsis Quattuor Evangeliorum.  Completely  revised on the basis of the Greek text of Nestle-Aland 26th edition and Greek  New Testament 3rd edition.  The English text is the second edition of the  revised standard version.",NULL,NULL,"BS 2560 .A5A4",3-438-05405-1,U.S.,"xxx, 361p. ; 28cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00402,"Between public and private","BENSMAN, Joseph ; LILIENFELD, Robert","The Free Press",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,"Includes index",NULL,NULL,"HM 291 .B388",0-02-902690-3,"New York","xii,196p. ; 24cm.","the lost boundaries of the self",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00403,"A Greek-English lexicon","LIDDEL, Henry George  compiler ; SCOTT, Robert  compiler","Clarendon Press",NULL,NULL,1978,NEW,"Greek-English dictionary",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"New ninth ed. completed 1940, reprinted...1978 ; revised and augmented throught by Sir Henry Stuart Jones, with the assistance  of Roderick McKenzie and with the co-operation of many scholars. ; With a supplement 1968",NULL,NULL,"PA 445 .E5L6  Ref.",NULL,Oxford,"xliii, 2042p. ; Suppl. : 153p. ; 30cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00404,"Theology and the philosophy of science","PANNENBERG, Wolfhart","Darton, Longman & Todd",NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 234 .P2713",0-232-51290-6,London,"458p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00405,"The Lutheran Church Past and Present","VAJTA, Vilmos  ed.","Augsburg Publishing House",NULL,NULL,1977,NEW,"Lutheran Churches",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"First published in German : Die Evangelisch-Lutherische Kirche -  Vergangenheit und Gegenwart, Stuttgart 1976.",NULL,NULL,"BX 8018 .L7613",0-8066-1573-7,Minneapolis,"vii, 392p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00406,"THE OXFORD CLASSICAL DICTIONARY",NULL,"Clarendon Press",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,"Includes bibliographies ; First published 1970",NULL,NULL,"DE 5 .O9 REF.",0-19-869117-3,Oxford,"xxii,1176p. ; 26cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00407,"A Hebrew and English Lexicon of the Old Testament","BROWN, Francis",Clarendon,NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes addenda and corrigenda",NULL,NULL,"BS 440 .B7  REf.",NULL,Oxford,"xix, 1127p. ; 25cm.","with an appendix containing the biblical Aramaic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00409,"The new libertatian gospel","GUTIERREZ, Juan","Franciscan Herald Press",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes",NULL,NULL,"BQT 1117 .G891B ; BQT 3417 .G891B",0-899-0682-4,Chicago,"xv, 109p. ; 21cm.","pitfalls of the theology of liberation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00410,"Christian humanism","MOLNAR, Thomas","Franciscan Herald Press",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BL 2747 .6 .M65",0-8199-0694-8,Chicago,"xi, 172p. ; 21cm.","a critique of the secular city and its idealogy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00411,"Educational psychology","BLAIR, Glenn Myers ; JONES, R. Stewart ; SIMPSON, Ray H.","Macmillan Publishing Co., Inc.",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliographical references and index",NULL,NULL,"LB 1051 .B453 1975",0-02-310500-3,"NEw York","xiv, 624p. ; ill. ; 23cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00412,"Psychology of the child and the adolescent ","WATSON, Robert Irving ; LINDGREN, Henry Clay","Macmillan Publishing Co. Inc.",NULL,NULL,1979,NEW,"Child psychology",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography andindexes ; First 3rd ed. published under title: Psychology of the child",NULL,NULL,"BF 721 .W33 1979",0-02-424600-X,"New York","xvi, 624p. ; ill. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00413,"The people's Church","KLOPPENBURG, Bonaventure","Franciscan Herald Press",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes",NULL,NULL,"BQT 3418 .K5413",0-8099-0692-1,Chicago,"x, 184p. ; 21cm.","a defense of my Church",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00414,"INTRODUCTION to the study of religion",NULL,"Harper & Row",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliographies",NULL,NULL,"BL 48 .I56","0-06-064572-X OK 7-Apr-1997 RESP edited by T. William Hall with Ronald R. Cavanagh ; contributors, Alan L. Berger...et al.","San Francisco","xiv, 269p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00415,"Research in developmental psychology","ACHENBACH, Thomas M.","The Free Press",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BF 713 .A25",0-02-900180-3,"New York","xiii, 350p. ; ill. ; 24cm.","concepts, strategies, methods",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00416,"Understanding human motivation","JUNG, John","Macmillan Publishing Co., Inc.",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliographies and index",NULL,NULL,"BF 683 .J86",0-02-361550-8,"New York","x, 518p. ; ill. ; 24cm.","a cognitive approach",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00417,"The moral choice","MAGUIRE, Daniel C.","Doubleday & Company, Inc.",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliographical references and index",NULL,NULL,"BJ 1012 .M34",0-385-12080-X,"New York","xvii, 477p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00418,"Introduction to the New Testament","KUMMEL, Werner Georg","SCM Press",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes indexes ; Translation by Howard Clark Kee from the German, Einleitung in das Neue  Testament, 17th fully revised edition of the study initiated by Paul Feine and  Johannes Behm.",NULL,NULL,"BS 2330 .F413",334-00705-4,London,"629p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00419,"Sex education - in the classroom?","WILLKE, John C. ; WILLKE, Barbara H.","Hayes Publishing Company",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,"Includes appendixes ; Original title: Sex educaiton, the how to for teachers",NULL,NULL,"HQ 57 .5 .A3 W55",0-910728-03-8,"Cincinnati, Ohio","159p. ; ill. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00420,"An introduction to the Apocrypha","METZGER, Bruce M.","Oxford University Press, Inc.",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index ; First published 1957",NULL,NULL,"BS 1700 .M4",NULL,"New York","274p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00421,"The Catholic church in the light of Vatican II","GRABKA, Gregory","Conventual Franciscan Publications",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 310 .G7",NULL,"Baltimore, Maryland","80p. ; 22cm.","reflections on the mystery of the church",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00422,"Problematica sul rapporto tra poteri papali e consacrazione episcopale","GIRALDO, Roberto",L.I.E.F.,NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BQT 365 .G5",NULL,Vicenza,"243p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00423,"The Church cannot ordain women to the priesthood","MALONEY, David M.","Franciscan Herald Press",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1420 .M34",0-8199-0724-3,Chicago,"64p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00424,"Introduzione a Marx","FAILLA, Carmelo",Queriniana,NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 3463 .F3 ; B 3305 .M7",NULL,Brescia,"123p. ; 19cm.","pro e contro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00425,"Marxisti di Fronte a Gesu","LOMBARDO-RADICE, Lucio...et al.",Queriniana,NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Marxisten und die Sache Jesu OK 9-May-1995 RESP a cura di Iring Fetscher e Milan Machovec ; trduzione dal tedesco (e dal francese per il contributo di Garuady) di  Luciano Tosti",NULL,NULL,"BQT 683 .M3",NULL,Brescia,"151(3)p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00426,"The study of theology","EBELING, Gerhard","Fortress Press",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes a bibliographic appendix",NULL,NULL,"BQT 234 .E2413",0-8006-0529-2,Philadelphia,"x, 196p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00427,"Ernst Troeltsch and the future of theology","CLAYTON, John Powell  ed.","Cambridge University Press",NULL,NULL,1976,NEW,"Protestantism. Biography",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BX 4827 .T7E76",0-521-21074-7,Cambridge,"xiii, 217p. ; 23cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00428,"Ethical patterns in early Christian thought","OSBORN, Eric","Cambridge University Press",NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and indexes",NULL,NULL,"BQT 1705 .O8 ; BQ 5807 .E8 ; BQ 1201 .E8",0-521-20835-1,Cambridge,"viii, 252p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00429,"The psychological basis of morality","MOORE, Francis Charles Timothy","Macmillan Press",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BJ 1012 .M6",0-333-23664-5,London,"106p. ; 22cm.","an essay on value and desire",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00430,"God beyond knowledge","HODGES, H.A.","The Macmillan Press Ltd.",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 517 .H6",0-333-23663-7,London,"xii, 182p. ; 23cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
